,Description (also set on the server),Exp (also set on the server),Card,Tome Section,Index,Flag 1,Flag 2,"Flag 3 ",Flag 4,Flag 5,Flag 6,Flag 7,Flag 8,Flag 9,Flag 10,Flag 11,Flag 12,Flag 13,Flag 14,Flag 15,Flag 16,Flag 17,Flag 18,Flag 19,Flag 20,Flag 21,Flag 22,Flag 23,Flag 24,Flag 25,Flag 26,Flag 27,Flag 28,Flag 29,Flag 30,Flag 31,Flag 32,Flag 33,Flag 34,Flag 35,Flag 36
8940,Ambush Pass - Stage #1,66,,20,421,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,Ambush Pass - Stage #2,66,,20,421,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,Ambush Pass - Stage #3,66,,20,421,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,Ambush Pass - Stage #4,66,,20,421,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,Evil Axis - Stage #1,66,,20,421,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,Evil Axis - Stage #2,66,,20,421,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,Evil Axis - Stage #3,66,,20,421,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8947,Evil Axis - Stage #4,66,,20,421,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948,Plague Mist Vale - Stage #1,66,,20,421,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8949,Plague Mist Vale - Stage #2,66,,20,421,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,Plague Mist Vale - Stage #3,66,,20,421,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,Plague Mist Vale - Stage #4,66,,20,421,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,Gates of Grung Grimaz - Stage #1,66,,20,423,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,Gates of Grung Grimaz - Stage #2,66,,20,423,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,Gates of Grung Grimaz - Stage #3,66,,20,423,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8955,Gates of Grung Grimaz - Stage #4,66,,20,423,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,The Sealed Tower - Stage #1,66,,20,423,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,The Sealed Tower - Stage #2,66,,20,423,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,The Sealed Tower - Stage #3,66,,20,423,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8959,The Sealed Tower - Stage #4,66,,20,423,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8960,Night Riders - Stage #1,66,,20,423,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,Night Riders - Stage #2,66,,20,423,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,Night Riders - Stage #3,66,,20,423,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,Night Riders - Stage #4,66,,20,423,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,Dragon's Blessing - Stage #1,66,,20,424,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,Dragon's Blessing - Stage #2,66,,20,424,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,Dragon's Blessing - Stage #3,66,,20,424,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,Dragon's Blessing - Stage #4,66,,20,424,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968,Red with Envy - Stage #1,66,,20,424,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,Red with Envy - Stage #2,66,,20,424,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,Red with Envy - Stage #3,66,,20,424,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8971,Red with Envy - Stage #4,66,,20,424,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,Ungry 'Ungry Greenskins - Stage #1,66,,20,424,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8973,Ungry 'Ungry Greenskins - Stage #2,66,,20,424,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,Ungry 'Ungry Greenskins - Stage #3,66,,20,424,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975,Ungry 'Ungry Greenskins - Stage #4,66,,20,424,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8976,Ashreaver Tribe Stronghold - Stage #1,66,,20,425,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,Ashreaver Tribe Stronghold - Stage #2,66,,20,425,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978,Ashreaver Tribe Stronghold - Stage #3,66,,20,425,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979,Ashreaver Tribe Stronghold - Stage #4,66,,20,425,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8980,The Cult of Drakk - Stage #1,66,,20,425,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981,The Cult of Drakk - Stage #2,66,,20,425,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,The Cult of Drakk - Stage #3,66,,20,425,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8983,The Cult of Drakk - Stage #4,66,,20,425,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8984,Peak's Edge - Stage #1,66,,20,427,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8985,Peak's Edge - Stage #2,66,,20,427,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986,Peak's Edge - Stage #3,66,,20,427,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,Peak's Edge - Stage #4,66,,20,427,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,Emberlight Mine - Stage #1,66,,20,425,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,Emberlight Mine - Stage #2,66,,20,425,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990,Emberlight Mine - Stage #3,66,,20,425,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991,Emberlight Mine - Stage #4,66,,20,425,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,Ankul Grob - Stage #1,66,,20,427,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,Ankul Grob - Stage #2,66,,20,427,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,Ankul Grob - Stage #3,66,,20,427,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995,Ankul Grob - Stage #4,66,,20,427,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,Whoosha's Boyz - Stage #1,66,,20,427,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,Whoosha's Boyz - Stage #2,66,,20,427,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998,Whoosha's Boyz - Stage #3,66,,20,427,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,Whoosha's Boyz - Stage #4,66,,20,427,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,Da Great Smashin' Pit - Stage #1,66,,20,428,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,Da Great Smashin' Pit - Stage #2,66,,20,428,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,Da Great Smashin' Pit - Stage #3,66,,20,428,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,Da Great Smashin' Pit - Stage #4,66,,20,428,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,Venom Lake - Stage #1,66,,20,428,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,Venom Lake - Stage #2,66,,20,428,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,Venom Lake - Stage #3,66,,20,428,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,Venom Lake - Stage #4,66,,20,428,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,Bait and Hit - Stage #1,66,,20,428,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,Bait and Hit - Stage #2,66,,20,428,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,Bait and Hit - Stage #3,66,,20,428,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,Bait and Hit - Stage #4,66,,20,428,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,Gobbo Carvas - Stage #1,66,,20,430,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,Gobbo Carvas - Stage #2,66,,20,430,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,Gobbo Carvas - Stage #3,66,,20,430,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,Gobbo Carvas - Stage #4,66,,20,430,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,Magister Dhetal - Stage #1,66,,20,430,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,Magister Dhetal - Stage #2,66,,20,430,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,Magister Dhetal - Stage #3,66,,20,430,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,Magister Dhetal - Stage #4,66,,20,430,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,Muck Pen - Stage #1,66,,20,430,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,Muck Pen - Stage #2,66,,20,430,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022,Muck Pen - Stage #3,66,,20,430,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,Muck Pen - Stage #4,66,,20,430,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,The Defiled Anvil - Stage #1,66,,20,431,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,The Defiled Anvil - Stage #2,66,,20,431,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,The Defiled Anvil - Stage #3,66,,20,431,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,The Defiled Anvil - Stage #4,66,,20,431,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,Dammaz Skar - Stage #1,66,,20,431,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,Dammaz Skar - Stage #2,66,,20,431,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,Dammaz Skar - Stage #3,66,,20,431,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,Dammaz Skar - Stage #4,66,,20,431,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,Poisonwing Canyon - Stage #1,66,,20,431,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033,Poisonwing Canyon - Stage #2,66,,20,431,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,Poisonwing Canyon - Stage #3,66,,20,431,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,Poisonwing Canyon - Stage #4,66,,20,431,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,Stage #1,66,,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,Stage #2,66,,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,Stage #3,66,,20,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,Stage #4,66,,20,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,Raven Host Vanguard - Stage #1,66,,20,501,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,Raven Host Vanguard - Stage #2,66,,20,501,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,Raven Host Vanguard - Stage #3,66,,20,501,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,Raven Host Vanguard - Stage #4,66,,20,501,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,The Burning Windmill - Stage #1,66,,20,502,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,The Burning Windmill - Stage #2,66,,20,502,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,The Burning Windmill - Stage #3,66,,20,502,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,The Burning Windmill - Stage #4,66,,20,502,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,Ruins of Schloss von Rubendorff - Stage #1,66,,20,502,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,Ruins of Schloss von Rubendorff - Stage #2,66,,20,502,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,Ruins of Schloss von Rubendorff - Stage #3,66,,20,502,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,Ruins of Schloss von Rubendorff - Stage #4,66,,20,502,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,The Norse are Coming! - Stage #1,66,,20,502,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,The Norse are Coming! - Stage #2,66,,20,502,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,The Norse are Coming! - Stage #3,66,,20,502,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,The Norse are Coming! - Stage #4,66,,20,502,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,The Webworks - Stage #1,66,,20,503,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,The Webworks - Stage #2,66,,20,503,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,The Webworks - Stage #3,66,,20,503,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,The Webworks - Stage #4,66,,20,503,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,Faewulf's Rest - Stage #1,66,,20,503,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,Faewulf's Rest - Stage #2,66,,20,503,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,Faewulf's Rest - Stage #3,66,,20,503,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,Faewulf's Rest - Stage #4,66,,20,503,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,Pillagers' Approach - Stage #1,66,,20,503,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,Pillagers' Approach - Stage #2,66,,20,503,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,Pillagers' Approach - Stage #3,66,,20,503,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,Pillagers' Approach - Stage #4,66,,20,503,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,Altar of the Bloodbane - Stage #1,66,,20,505,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,Altar of the Bloodbane - Stage #2,66,,20,505,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,Altar of the Bloodbane - Stage #3,66,,20,505,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,Altar of the Bloodbane - Stage #4,66,,20,505,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9072,Pit of the Forsaken - Stage #1,66,,20,505,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,Pit of the Forsaken - Stage #2,66,,20,505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,Pit of the Forsaken - Stage #3,66,,20,505,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,Pit of the Forsaken - Stage #4,66,,20,505,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,Ulfenwyr - Stage #1,66,,20,505,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,Ulfenwyr - Stage #2,66,,20,505,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,Ulfenwyr - Stage #3,66,,20,505,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9079,Ulfenwyr - Stage #4,66,,20,505,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080,Plague on the Wind - Stage #1,66,,20,506,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,Plague on the Wind - Stage #2,66,,20,506,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,Plague on the Wind - Stage #3,66,,20,506,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,Plague on the Wind - Stage #4,66,,20,506,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,Deathstone Quarry - Stage #1,66,,20,506,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,Deathstone Quarry - Stage #2,66,,20,506,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,Deathstone Quarry - Stage #3,66,,20,506,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,Deathstone Quarry - Stage #4,66,,20,506,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,Welcome to Troll Country - Stage #1,66,,20,506,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Welcome to Troll Country - Stage #2,66,,20,506,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,Welcome to Troll Country - Stage #3,66,,20,506,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,Welcome to Troll Country - Stage #4,66,,20,506,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,The Blighted Farm - Stage #1,66,,20,507,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,The Blighted Farm - Stage #2,66,,20,507,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,The Blighted Farm - Stage #3,66,,20,507,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,The Blighted Farm - Stage #4,66,,20,507,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,Grave Diggers - Stage #1,66,,20,507,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,Grave Diggers - Stage #2,66,,20,507,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,Grave Diggers - Stage #3,66,,20,507,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,Grave Diggers - Stage #4,66,,20,507,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,Slayer's Demise - Stage #1,66,,20,507,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,Slayer's Demise - Stage #2,66,,20,507,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,Slayer's Demise - Stage #3,66,,20,507,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,Slayer's Demise - Stage #4,66,,20,507,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,Hochnar - Stage #1,66,,20,509,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,Hochnar - Stage #2,66,,20,509,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9106,Hochnar - Stage #3,66,,20,509,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,Hochnar - Stage #4,66,,20,509,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,Lissariel's Glade - Stage #1,66,,20,509,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9109,Lissariel's Glade - Stage #2,66,,20,509,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,Lissariel's Glade - Stage #3,66,,20,509,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,Lissariel's Glade - Stage #4,66,,20,509,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,Plague Trolls - Stage #1,66,,20,509,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9113,Plague Trolls - Stage #2,66,,20,509,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9114,Plague Trolls - Stage #3,66,,20,509,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,Plague Trolls - Stage #4,66,,20,509,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,The Black Mire - Stage #1,66,,20,510,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,The Black Mire - Stage #2,66,,20,510,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9118,The Black Mire - Stage #3,66,,20,510,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,The Black Mire - Stage #4,66,,20,510,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9120,Nurenmir's Lancers - Stage #1,66,,20,510,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,Nurenmir's Lancers - Stage #2,66,,20,510,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,Nurenmir's Lancers - Stage #3,66,,20,510,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,Nurenmir's Lancers - Stage #4,66,,20,510,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9124,Siege of Bohsenfels - Stage #1,66,,20,510,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,Siege of Bohsenfels - Stage #2,66,,20,510,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126,Siege of Bohsenfels - Stage #3,66,,20,510,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9127,Siege of Bohsenfels - Stage #4,66,,20,510,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,Gore Wood - Stage #1,66,,20,511,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9129,Gore Wood - Stage #2,66,,20,511,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,Gore Wood - Stage #3,66,,20,511,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,Gore Wood - Stage #4,66,,20,511,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,Howling Vale - Stage #1,66,,20,511,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,Howling Vale - Stage #2,66,,20,511,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,Howling Vale - Stage #3,66,,20,511,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,Howling Vale - Stage #4,66,,20,511,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,Wolfenburg - Stage #1,66,,20,511,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,Wolfenburg - Stage #2,66,,20,511,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,Wolfenburg - Stage #3,66,,20,511,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,Wolfenburg - Stage #4,66,,20,511,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,Chaos Ruins - Stage #1,66,,20,512,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,Chaos Ruins - Stage #2,66,,20,512,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,Chaos Ruins - Stage #3,66,,20,512,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,Chaos Ruins - Stage #4,66,,20,512,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,The Foetid Plains - Stage #1,66,,20,512,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,The Foetid Plains - Stage #2,66,,20,512,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,The Foetid Plains - Stage #3,66,,20,512,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,The Foetid Plains - Stage #4,66,,20,512,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,Tomb of the Traitor - Stage #1,66,,20,512,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,Tomb of the Traitor - Stage #2,66,,20,512,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,Tomb of the Traitor - Stage #3,66,,20,512,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,Tomb of the Traitor - Stage #4,66,,20,512,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,Cult of the Magus - Stage #1,66,,20,513,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,Cult of the Magus - Stage #2,66,,20,513,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,Cult of the Magus - Stage #3,66,,20,513,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,Cult of the Magus - Stage #4,66,,20,513,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,Temple of Change - Stage #1,66,,20,513,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,Temple of Change - Stage #2,66,,20,513,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,Temple of Change - Stage #3,66,,20,513,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,Temple of Change - Stage #4,66,,20,513,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
